char,pinyin,division,code
𩞀,chen3,飠厶厶厶𠆢彡,VASs
𩞀,san3,飠厶厶厶𠆢彡,VASs
𩞁,mi2,麻食,WVsm
𩞁,mo2,麻食,WVsm
𩞃,shang3,飠𠂉日一⼓{两撇},VPSs
𩞃,xiang3,飠𠂉日一⼓{两撇},VPSs
𩞄,cao2,飠龷日日,VHKs
𩞅,sui1,飠山隹,VMTs
𩞆,chuang2,飠彳人人龰,VSLs
𩞇,mi2,鹿食,WVsl
𩞈,zhu2,飠豕辶,VGZs
𩞉,chong2,飠山宀示,VMFs
𩞊,ji4,飠⺕厶匚儿,VBVs
𩞋,chong2,飠广彐月⼁,VWKs
𩞌,,木口欠食,IOQV
𩞍,,飠木口辶,VIZs
𩞎,,革二食,HEVg
𩞏,,飠車𠂆丅,VJJs
𩞐,,彳人人龰食,SUVr
𩞑,,飠十廾大十,VEEs
𩞒,,飠口丄囗口,VOOs
𩞓,,飠口十囗口,VOOs
𩞔,,飠土龷八十,VJEs
𩞕,,木口攵食,IOPV
𩞖,,飠䒑土皿,VXMs
𩞗,,飠日貝,VKNs
𩞘,,飠卄一巾入入,VHVs
𩞙,lian2,飠車辶,VJZs
𩞚,,白匕匚儿食,UVVb
𩞛,,飠爫口木,VVIs
𩞜,,飠宀工皿,VWMs
𩞞,hai4,飠口匚儿匚儿,VOVs
𩞟,,爿爫寸食,AVVp
𩞠,,{纟上}⼃隹食,CPTV
𩞡,,飠音戈,VYFs
𩞢,,飠阝𠂇工⺝,VBSs
𩞣,,口丂𠂆二巾食,OEMV
𩞤,dun1,亠口子攵食,YOPV
𩞥,xiang3,飠⺌冂口攵,VNPs
𩞦,cheng1,飠⺌冖口手,VNRs
𩞧,shang3,飠⺈口𧰨,VQRs
𩞨,li4,厂禾禾食,GRVc
𩞩,huang2,飠龷由八,VHTs
𩞪,,飠而而,VGGs
𩞫,,飠田龷八,VKTs
𩞬,deng4,飠癶一口䒑,VDXs
𩞭,,飠䒑土丶水,VXAs
𩞮,,飠口丄囗〢二,VOEs
𩞯,liang2,飠日一甲二,VKEs
𩞰,,飠𥫗人一口,VPOs
𩞱,,飠土䒑十辶,VJZs
𩞲,,飠夫夫日,VJKs
𩞳,,飠十十十八𠆢十,VEEs
𩞴,,飠十艹冖八十,VEEs
𩞵,,飠士冖{亞下},VJNs
𩞶,za1,飠艹阝厶夫,VHJs
𩞷,,飠丌匚コ田,VHKs
𩞸,,飠覀米,VEXs
𩞹,,日⺝犬食,KSJV
𩞺,huo4,⺆土口欠食,SJQV
𩞻,lin2,飠米夕㐄,VXFs
𩞼,,飠厶厶厶𠆢小⼂,VAWs
𩞽,,飠癶弓殳,VDQs
𩞾,du2,飠罒勹虫,VMLs
𩞾,yi4,飠罒勹虫,VMLs
𩞿,han4,飠戊一口心,VFRs
𩟀,yong1,飠亠{纟上}⼃隹,VYTs
𩟀,yong3,飠亠{纟上}⼃隹,VYTs
𩟁,xuan4,飠罒一口𧘇,VMRs
𩟁,yuan4,飠罒一口𧘇,VMRs
𩟂,guo4,飠冎口辶,VNZs
𩟃,ling2,飠雨𠆢丶龴,VJDs
𩟄,,飠匚丨口丨巳灬,VFXs
𩟅,lian3,飠僉,VUqs
𩟆,,飠𠂇工⺝辶,VHZs
𩟇,ao4,飠{囟框}米大,VUFs
𩟈,dang1,飠⺌冖口田,VNKs
𩟉,yi4,飠罒勹土土,VMJs
𩟊,nong2,飠冂龷辰,VMGs
𩟋,shan4,飠⺈厂八言,VQYs
𩟌,,飠艹土厶夭,VHRs
𩟍,xin4,飠囗气米,VNXs
𩟎,,飠口口口木,VOIs
𩟏,,飠戈戈皿,VFMs
𩟐,da2,飠土羊辶,VJZs
𩟑,yu4,飠山山山人{介下},VMTs
𩟒,can1,飠穴土八夊,VWVs
𩟓,wo4,飠艹隹又,VHDs
𩟔,cha2,飠宀{祭上}示,VWFs
𩟕,bo2,飠士乛工一口寸,VJIs
𩟖,,飠⺈口儿⺈口儿,VQVs
𩟗,jian3,氵車𠂆丅食,ZJJV
𩟘,,飠艹乛水一灬,VHXs
𩟙,,飠十戈隹,VETs
𩟚,,士口䒑皮食,JODV
𩟛,,飠艹甫寸,VHIs
𩟜,,山飠屮凵一厶𫶧,MVAV
𩟝,,飠彐丄灬皿,VBMs
𩟞,meng2,飠艹罒冖夕,VHQs
𩟟,wei3,飠𠂇工⺝皿,VHMs
𩟠,mo2,飠麻幺,VWAs
𩟡,,飠〢䒑䒑土寸,VLIs
𩟢,,飠艹氵甫,VHEs
𩟣,,飠𠂇工日皿,VHMs
𩟤,,飠𠂇工囗人皿,VHMs
𩟥,juan3,飠山隹{雋下},VMMs
𩟥,shui4,飠山隹{雋下},VMMs
𩟦,jie2,飠𡭔隹戈,VCFs
𩟧,shuo4,飠白幺幺木,VUIs
𩟨,huo4,⺆土口八𠆢口食,SJOV
𩟩,,飠宀大丷日小,VWCs
𩟪,,飠夫夫貝,VJNs
𩟫,chuo4,飠又又又又酉,VDEs
𩟬,,飠石石石,VGGs
𩟭,long2,飠立⺝{龍右},VYLs
𩟮,huai4,飠衣罒水,VWAs
𩟯,,飠雨隹,VJTs
𩟰,tuo1,飠十口冖石木,VEIs
𩟱,,飠臼人貝,VUNs
𩟲,,飠大十廾貝,VFNs
𩟳,yu2,飠𠆢一朩田心,VURs
𩟴,,飠木木⺝攴,VILs
𩟵,,飠𥫗馬,VPEs
𩟶,chan4,飠人人戈非一,VUGs
𩟶,jie2,飠人人戈非一,VUGs
𩟷,yong1,巛口巴隹食,COVc
𩟸,huo4,宀工口宀工口食,WIOV
𩟹,,飠目目隹,VNTs
𩟺,lan3,飠艹臣{⺮右}皿,VHMs
𩟻,,飠日衣口口一龷,VKHs
𩟼,,飠爫女䒑夫⼂艮,VVBs
𩟽,,飠雨口口口工人人,VJUs
𩟾,,饣{卬左}七,QVFi
𩟿,na4,饣冂人,QMUi
𩠀,ba1,饣巴,QDbi
𩠁,gan1,饣卄二,QHEi
𩠂,yi3,饣𠂉也,QPBi
𩠃,jia2,饣夫丷,QJXi
𩠄,,饣一米,QGXi
𩠅,da2,饣大辶,QFZi
𩠆,ding4,饣宀一龰,QWLi
𩠇,xun4,饣⺄十辶,QBZi
𩠈,ren3,饣𠆢丶乛心,QURi
𩠉,juan3,饣丷夫㔾,QXBi
𩠊,tuan2,饣山而,QMGi
𩠋,xu3,饣乛龰⺝,QBSi
𩠌,song4,饣䒑大辶,QXZi
𩠍,,饣方𠂉乛龰,QYLi
𩠎,cao2,饣龷日日,QHKi
𩠏,cheng1,饣⺌冖口手,QNRi
𩠐,,巛丆目,CGNc
𩠑,ding3,丁䒑自,EXTd
𩠒,,九巛丆目,RCNj
𩠓,,䒑自𠂉乙,XTPB
𩠔,,䒑自毛,XTRm
𩠗,,皮䒑自,DXTp
𩠘,,䒑自夕卜,XTQL
𩠚,hai2,䒑自亥,XTYh
𩠜,,巛丆目匕日,CGKc
𩠝,,巛丆目臣,CGFc
𩠞,,臣巛丆目,FCNe
𩠟,wu3,䒑自巳𠆢丨,XTUK
𩠠,,䒑自人二厶,XTEA
𩠡,,巛丆目匚丨口丨,CGKc
𩠢,,匚丨口丨巛丆目,FKNf
𩠣,,大人人巛丆目,FUNd
𩠤,,䒑自甫,XTEf
𩠥,,⺊目䒑自,LNXT
𩠦,qi3,⺌⺝䒑自,NSXT
𩠦,shou3,⺌⺝䒑自,NSXT
𩠧,,䒑自尸𠃌口,XTBO
𩠨,ji1,禾九丶䒑自,RRXT
𩠨,qi3,禾九丶䒑自,RRXT
𩠩,,䒑自㐅乂攵,XTTP
𩠫,,冖車巛丆目,QJGN
𩠬,,䒑自䒑自,XTXT
𩠭,,䒑自尸至,XTDF
𩠮,kui2,䒑自冖止攴,XTLL
𩠯,wei2,䒑自女匚丨口丨,XTOK
𩠰,,䒑自冖一止攵,XTLP
𩠱,,䒑自𠂤辶,XTUZ
𩠲,,䒑自囗戈口一,XTOG
𩠳,,䒑自木隹,XTIT
𩠴,,䒑自人一𫩏丷日,XTXK
𩠵,,䒑自宀一龷八木,XTTI
𩠶,shou3,女木口攵䒑自,CIXT
𩠷,fu2,镸彡𠂇又丶䒑自,ESTc
𩠸,,䒑自𥫗馬,XTPE
𩠹,tuan2,幺幺一幺幺𠃊𠂆丅䒑自,AATy
𩠺,,禾日一,RKGu
𩠼,,禾木日,RIKv
𩠽,tan2,禾日木,RKIv
𩠾,hang1,疒禾日,WRKb
𩠿,pie1,禾日末,RKIm
𩡂,,禾日儿冫{飞右},RKXT
𩡃,yu2,禾日申,RKKs
𩡄,tan2,禾日禾,RKRv
𩡄,xiang1,禾日禾,RKRv
𩡅,,禾日米,RKXm
𩡆,,禾日己己,RKDD
𩡇,,禾日夂丰,RKVI
𩡈,,禾日⺌⺝,RKNS
𩡉,,禾日艹八刀,RKTD
𩡊,,禾女禾日,RCRK
𩡋,,禾日一大小⼂,RKCW
𩡌,xiang1,禾日禾日,RKRK
𩡍,,禾氺日犬,RAKJ
𩡎,xiu1,禾日山幺幺,RKAA
𩡏,,禾日𠂇⺝阝,RKSB
𩡐,,禾日禾日,RKRK
𩡑,,亠日夕禾日,YKRK
𩡓,weng3,禾日八厶羽,RKAC
𩡔,hai4,禾日宀丰口,RKIO
𩡕,peng2,亠丷冖方禾日,YXRK
𩡗,,禾日自犬,RKTJ
𩡘,,禾日丆目夊,RKNV
𩡙,,禾日卄一巾入入,RKVV
𩡚,,禾日䒑土皿,RKJM
𩡛,,尸示寸禾日,DFRK
𩡜,,禾日⼂彐厶月,RKAS
𩡝,tan2,禾日覀早,RKEK
𩡞,,禾日口丄貝,RKON
𩡟,bie2,禾日〢䒑冂氺,RKMA
𩡠,xiang1,禾𠆢氺禾日,RURK
𩡡,,禾日丷巾八攵,RKTP
𩡢,,禾日禾日灬,RKKX
𩡣,yi3,禾日爫冖心夊,RKRV
𩡤,,禾日艹土厶皿,RKAM
𩡥,,禾日亠口丨囗缶小,RKPC
𩡦,piao2,禾日十口囗缶木,RKPI
𩡧,huan2,{馬上}卌,EHvm
𩡨,mu3,㇒馬,PEm
𩡩,ba1,馬八,ETum
𩡪,,十馬,EEm
𩡫,fan4,𠘨馬,QEmj
𩡬,,馬{飞右},ETum
𩡭,,馬卜,ELbm
𩡮,,馬人,EUum
𩡯,ding1,馬丁,EEdm
𩡰,,馬⺄十,EBEm
𩡱,,大馬,FEmd
𩡳,,馬口,EOvm
𩡴,,馬千,ERqm
𩡵,,⺄十馬,BEEi
𩡶,,馬土,EJvm
𩡷,fei4,犬馬,JEmq
𩡷,fen1,犬馬,JEmq
𩡸,,馬一巾,EGMm
𩡹,,馬气,EPqm
𩡺,jie4,馬人{介下},EUTm
𩡻,,馬夭,ERym
𩡼,,馬亠卜,EYLm
𩡽,,爿馬,AEmp
𩡾,suo2,馬𡭔㇒,ECPm
𩡿,,{雋下}一馬,MGEm
𩢀,,馬七凵,EFAm
𩢁,,䒑丿馬,XPEm
𩢂,,又又馬,DDEo
𩢃,,馬又又,EDDm
𩢄,wan4,馬一兀,EGGm
𩢅,ge1,馬戈,EFgm
𩢇,,馬亻又,ETDm
𩢈,fen1,馬匕十,EVEm
𩢊,tuo2,馬力力,ECCm
𩢋,,馬月,ESvm
𩢌,wen2,文馬,YEmw
𩢍,gua1,馬瓜,ERgm
𩢎,duo1,馬屮凵,EAAm
𩢏,,馬口{介下},EOTm
𩢐,zhe2,馬𠂉{乍下},EPLm
𩢑,ci3,止匕馬,LVEz
𩢒,yao3,馬幺力,EACm
𩢓,,馬丱,EAum
𩢔,ban4,馬丷キ,EXFm
𩢕,bu4,馬木一,EIGm
𩢖,mo4,馬末,EImm
𩢘,po3,馬匚口,EFOm
𩢙,,大丷馬,FXEd
𩢚,,馬千又,ERDm
𩢛,ge2,馬勹人𠃊,ESCm
𩢜,,馬𠆢小,EUCm
𩢝,,馬片,ETpm
𩢟,,馬力口,ECOm
𩢠,,厶口馬,AOEi
𩢡,ran3,馬冂土,EMJm
𩢢,,馬口八,EOTm
𩢤,,馬王丶,EEWm
𩢥,,冂大馬,MFEm
𩢦,,馬夂⺀,EVZm
𩢧,,馬土厶,EJAm
𩢨,gan1,馬卄二,EHEm
𩢩,,馬卝一,EHGm
𩢪,hu2,馬古,EJgm
𩢫,mou2,生馬,PEms
𩢬,,馬⺊尸,ELDm
𩢭,,馬止匕,ELVm
𩢮,xiu1,亻木馬,TIEm
𩢯,huang1,馬人𠃊𫶧,EUVm
𩢰,fu2,馬亻犬,ETJm
𩢱,hui2,馬囗口,ENOm
𩢲,,馬一口乂,EGTm
𩢳,qu2,羽馬,CEmy
𩢴,ji2,馬士口,EJOm
𩢴,jie2,馬士口,EJOm
𩢵,tuo1,馬宀㇒七,EWFm
𩢶,yu2,馬日乂,EKTm
𩢷,mo4,馬丆日,EGKm
𩢸,zhou1,馬舟,ERom
𩢹,jiu4,馬臼,EUjm
𩢺,,馬厶⺝,EASm
𩢻,shu2,㇒未馬,PIEm
𩢼,kuang1,馬匚王,EFEm
𩢾,lie4,歹刂馬,GLEd
𩢿,fu4,馬缶,EPfm
𩣀,,馬冂人人,EMUm
𩣁,,馬冂人一㇉,EMCm
𩣂,,𠂒儿馬,PVEm
𩣃,,馬巛山,ECMm
𩣄,,馬厂匕匕,EGVm
𩣅,,臼馬,UEmj
𩣆,,馬羊,EXym
𩣇,,馬亠𠃊𫶧,EYVm
𩣈,,人𠃊𫶧馬,UCVE
𩣉,,女口馬,COEm
𩣋,,馬𠂇⺝,EHSm
𩣌,,馬〢䒑,ELXm
𩣍,,馬亻{卬左}卩,ETAm
𩣎,,匕夫馬,VJEi
𩣏,,夕㐄馬,QFEx
𩣐,,亠𠃊𫶧馬,YCVE
𩣑,,馬宀女,EWCm
𩣒,,馬刀刀刀,EDDm
𩣓,,馬𠂉攴,EPLm
𩣔,,馬大一丂,EFEm
𩣕,,馬匚𠂆丅,EFJm
𩣖,lin4,馬文口,EYOm
𩣗,,一氺丶馬,GAWE
𩣘,nie4,馬耳乚,EHCm
𩣙,,馬千日,ERKm
𩣚,bi3,馬不口,EGOm
𩣚,pi1,馬不口,EGOm
𩣜,fu4,馬𠂉一止,EPLm
𩣝,bu4,馬止𣥂,ELNm
𩣞,sa4,馬山乃⼂,EMWm
𩣞,yi4,馬山乃⼂,EMWm
𩣟,,氵𡭔㇒馬,ZCPE
𩣠,,氵𡭔㇒馬,ZCPE
𩣡,bo2,馬十冖子,EEBm
𩣢,,馬{囟框}夊,EUVm
𩣣,e2,㇒扌戈馬,PFFE
𩣣,e3,㇒扌戈馬,PFFE
𩣤,,馬彡冖几,ESQm
𩣥,,馬八𠆢口,ETOm
𩣦,,馬⺈口儿,EQVm
𩣧,,馬爫女,EVCm
𩣨,,㇒扌戈馬,PFFE
𩣩,zhe2,馬扌𠂆丅,EFJm
𩣫,li4,馬禾刂,ERLm
𩣬,,馬十口又,EEDm
𩣭,,馬八厶心,ETRm
𩣮,tu4,馬⺈口儿丶,EQWm
𩣯,da2,馬水日,EAKm
𩣰,,馬衣十,EWEm
𩣱,lu4,馬土八土,EJJm
𩣲,yan1,馬冂龷八,EMTm
𩣳,dong1,馬木日,EIKm
𩣴,qie4,馬广土厶,EWAm
𩣵,wan3,馬宀夕㔾,EWBm
𩣵,wo4,馬宀夕㔾,EWBm
𩣶,ming3,日月馬,KSEm
𩣷,zhu4,壬龷馬,RHEr
𩣷,zui1,壬龷馬,RHEr
𩣸,fu4,馬𠂤十,EUEm
𩣹,qu1,尸屮凵馬,DAAE
𩣺,ben1,馬大十廾,EFHm
𩣻,ao3,艹夭馬,HREm
𩣼,qiang1,馬穴工,EWIm
𩣽,,馬勹米,ESXm
𩣾,,馬阝𠂉也,EBBm
𩣿,,馬コ十コ十,EDEm
𩤀,,馬䒑〢䒑,EXXm
𩤁,qun1,馬囗禾,ENRm
𩤂,,馬⺈臼,EQUm
𩤃,,馬一{亞下},EGNm
𩤄,,大馬勹巳,FEDd
𩤅,,馬尸古,EDJm
𩤆,,木木馬,IIEm
𩤇,,馬人一𠕁,EUMm
𩤈,que4,馬龷日,EHKm
𩤉,hua2,馬艹亻𠤎,EHVm
𩤉,tao2,馬艹亻𠤎,EHVm
𩤊,jian4,馬戈戈,EFFm
𩤊,xian4,馬戈戈,EFFm
𩤋,kun4,馬止木,ELIm
𩤌,,虍几馬,LQEh
𩤍,,馬勹䶹䶹,ESAm
𩤎,,馬广⺊口,EWOm
𩤏,cui4,馬亠人人十,EYEm
𩤐,,馬亠勹方,EYYm
𩤑,,馬立キ,EYFm
𩤒,yi2,馬宀且,EWNm
𩤓,,馬尸屮凵,EDAm
𩤔,,馬大电,EFKm
𩤕,,馬龶𧘇,EERm
𩤗,zong4,馬癶毛,EDRm
𩤘,nao3,馬巛{囟框}㐅,ECTm
𩤙,cheng2,馬亠口冖丁,EYEm
𩤚,duan1,馬山而,EMGm
𩤛,yong2,馬禺,EKom
𩤜,zhe3,馬耂日,EJKm
𩤝,,馬矛攵,EBPm
𩤞,tan4,馬冖八木,EQIm
𩤟,yang2,馬日一⼓{两撇},EKSm
𩤠,xie2,馬比白,EVUm
𩤡,xuan1,宀二日馬,WEKE
𩤢,,馬亠丷冖巾,EYMm
𩤣,duan4,馬亻三殳,ETQm
𩤤,shua3,面馬,GEmm
𩤥,xian2,馬戊一口,EFOm
𩤦,xian2,女女女馬,CCCE
𩤧,,馬山𠂇火,EMXm
𩤨,,馬亻⺕冖又,ETDm
𩤩,e2,宀夂口馬,WVOE
𩤪,,馬千人人凵,ERAm
𩤫,,馬弓工工,EDIm
𩤬,,馬一口冂口,EGOm
𩤭,,馬戈甲,EFKm
𩤮,,馬韋,EDwm
𩤯,,艹冂大馬,HMFE
𩤰,,冂龷一八馬,MHTE
𩤱,,馬艹由,EHKm
𩤲,la1,馬木口刂,EILm
𩤳,,馬一冂人攴,EGLm
𩤴,,馬厂尤彡,EGSm
𩤵,,馬日生,EKPm
𩤶,,馬日{卬左}丿卩,EKAm
𩤷,,馬一{亞中},EGNm
𩤸,wei4,馬田⺝,EKSm
𩤹,you1,馬禾日,ERKm
𩤺,yu2,臼人馬,UUEj
𩤻,,馬爫㇒夫,EVJm
𩤼,,馬人一丌䒑,EUXm
𩤾,,馬虍文,ELYm
𩤿,jin1,馬彐冖巾又,EBDm
𩥀,,馬气米,EPXm
𩥁,tang2,馬广コ古,EWJm
𩥂,qi2,馬耂匕日,EJKm
𩥃,,馬冖一豕,EQGm
𩥄,dian1,馬十{具上}八,EETm
𩥅,tao1,馬爫臼,EVUm
𩥆,lv4,馬方𠂉{𠂢下},EYRm
𩥇,zhan4,馬尸艹{畏下},EDFm
𩥉,ji4,馬山一口䒑,EMXm
𩥊,ao1,亠口冂口馬,YOOE
𩥊,jiao1,亠口冂口馬,YOOE
𩥋,du2,馬馬,EEmm
𩥋,ou4,馬馬,EEmm
𩥌,qia4,馬宀丰口,EWOm
𩥍,,馬羊牛,EXPm
𩥎,,馬矛夂力,EBCm
𩥏,,馬耂至,EJFm
𩥐,shi1,馬𠂤一巾,EUMm
𩥑,ta3,馬日羽,EKCm
𩥒,,馬艹人𠃊𫶧,EHVm
𩥓,,爫臼馬,VUEm
𩥖,,{卬左}⼂刀田馬,VWKE
𩥘,you2,馬山亻丨攵,EMPm
𩥙,,馬⺶工,EXIm
𩥚,,馬一夫禾,EGRm
𩥛,,馬八厶羽,ETCm
𩥜,,馬方𠂆{𠂢下},EYRm
𩥝,,馬冫欠心,EXRm
𩥞,,耂匕日馬,JVKE
𩥟,,馬士冖石,EJGm
𩥠,zha2,馬艹人一口,EHOm
𩥢,,鬼馬,UEmg
𩥣,yao2,馬爫缶,EVPm
𩥤,,馬亠隹,EYTm
𩥥,,馬宀亻白,EWUm
𩥦,,矛夂力馬,BVEm
𩥧,,馬自王,ETEm
𩥩,,馬弓冫弓冫,EDXm
𩥪,,馬山夂丰,EMIm
𩥫,chong1,馬一夫臼,EGUm
𩥬,li2,馬文凵冂厶,EYAm
𩥭,yu2,馬魚,EQvm
𩥮,chan3,馬立⼃生,EYPm
𩥯,yi1,匚矢殳馬,FPEf
𩥰,,馬非大,ELFm
𩥱,,馬丷夫氺,EXAm
𩥲,chi4,馬木口夫,EIJm
𩥳,,馬戈口王,EFEm
𩥴,li2,馬禾刂牛,ERPm
𩥵,,馬厶厶厶𠆢小,EACm
𩥶,,馬⺕米{介下},EBTm
𩥷,,馬彡宀示,ESFm
𩥸,,馬厂艹戈𠄌,EGCm
𩥹,,馬木口攵,EIPm
𩥺,,馬口口田,EOKm
𩥻,,馬广彐月⼁,EWKm
𩥼,,馬戊上小,EFCm
𩥽,tu2,馬𠆢一朩辶,EUZm
𩥿,zu2,馬宀亻丆日,EWKm
𩦀,,馬禾刂木,ERIm
𩦂,xian2,馬門月,ENSm
𩦃,,馬門木,ENIm
𩦄,,馬禾⼓⼃牛,ERPm
𩦅,,馬禾⼓⼃木,ERIm
𩦆,,馬亠夕㐄木,EYIm
𩦇,xi4,馬士口䒑口,EJOm
𩦈,,馬覀二火,EEXm
𩦉,bie2,丷巾八攵馬,XMPE
𩦊,han2,馬宀一龷八⺀,EWZm
𩦊,qian1,馬宀一龷八⺀,EWZm
𩦋,qi2,馬幺幺戈人,EAUm
𩦌,sang1,馬十口口{畏下},EEFm
𩦌,shuang1,馬十口口{畏下},EEFm
𩦍,,音土馬,YJEn
𩦎,fei1,馬非文,ELYm
𩦎,fei3,馬非文,ELYm
𩦏,,馬山日勹人𠃊,EMCm
𩦐,huo1,馬羊䒑口,EXOm
𩦐,shan4,馬羊䒑口,EXOm
𩦑,,馬弓工工口,EDOm
𩦒,,馬厂䒑䶹欠,EGQm
𩦓,,馬門一廾,ENHm
𩦔,,馬門一巾,ENMm
𩦕,,馬十戈口䒑,EEXm
𩦖,,馬巳巳龷八,EDTm
𩦗,,馬艹亠人人十,EHEm
𩦘,huan1,馬龷隹,EHTm
𩦙,,馬木口矢,EIPm
𩦚,,馬大丷日小,EFCm
𩦜,,月丷夫力馬,SXCE
𩦝,,馬戊𠃌皿,EFMm
𩦞,,馬艹日勹人𠃊,EHCm
𩦟,,馬艹癶一大,EHFm
𩦠,bang4,馬覀示刂,EELm
𩦡,yu2,𦥑丂丄八馬,UETE
𩦢,yu2,馬虍口一大,ELFm
𩦣,,馬一口㐄冂䒑⼁,EGKm
𩦤,ji2,馬口耳戈,EOFm
𩦥,,馬十廾貝,EENm
𩦦,,馬艹歹匕廾,EHHm
𩦧,,馬日罒方,EKYm
𩦨,,白方攵馬,UYEb
𩦩,,馬隹{雋下},ETMm
𩦪,,馬衣八一龷,EWHm
𩦫,,馬{鳥上}衣,EUWm
𩦬,,馬丷夫口龰,EXLm
𩦭,,馬艹世木,EHIm
𩦮,,馬罒一口𧘇,EMRm
𩦯,,馬罒大䒑十,EMEm
𩦱,kuai3,馬人一𫩏丷日,EUKm
𩦲,zong1,馬乂{𠂭无乂}凵八夊,ETVm
𩦳,,馬立臼乚,EYCm
𩦴,,馬門亠巾,ENMm
𩦵,,广亻隹馬,WTEg
𩦷,,馬十戈隹,EETm
𩦹,xian4,馬臣{⺮右}皿,EFMm
𩦺,meng2,馬艹冖一豕,EHGm
𩦻,,人𠃊口月馬⺄キ,UCBF
𩦼,,馬夂口隹,EVTm
𩦽,,馬士口冖至,EJFm
𩦾,,馬覀示寸,EEIm
𩦿,,馬宀𠃜貝,EWNm
𩧀,,馬戈大口王,EFEm
𩧁,,馬耳又人人人,EHUm
𩧂,,馬白幺幺木,EUIm
𩧃,li4,馬厂艹禺,EGKm
𩧄,zhi4,馬𠂆丅𠂆丅貝,ERNm
𩧅,fan2,馬木㐅乂木大,EIFm
𩧆,la4,馬巛囗㐅𠄌{四点}𠄌㇂,ECCm
𩧆,lie4,馬巛囗㐅𠄌{四点}𠄌㇂,ECCm
𩧇,cai4,馬艹{祭上}示,EHFm
𩧈,du2,馬士罒貝,EJNm
𩧉,guang1,馬广龷由八,EWTm
𩧋,li2,馬禾⼓⼃𠆢氺,ERAm
𩧌,qi4,馬馬木丶,EEWm
𩧍,,馬石石石,EGGm
𩧎,,馬山隹{雋下},EMMm
𩧏,jue2,馬雨隹,EJTm
𩧐,tuo1,馬十口冖石木,EEIm
𩧑,,馬音尤彡,EYSm
𩧒,ju4,馬禾鳥,ERUm
𩧓,xiao1,馬艹彐十片爿,EHAm
𩧔,,火火頁馬,XXGE
𩧕,,石車石馬,GJGE
𩧖,,馬千人人人人糸,ERAm
𩧗,,馬十早𠆢土{介下}八,EETm
𩧘,qu2,馬目目隹,ENTm
𩧙,,馬𦥑{囟框}㐅一火,EUXm
𩧚,,目目隹馬,NNTE
𩧛,,馬革勹言,EHYm
𩧜,zhuan3,馬車車⼂寸,EJIm
𩧝,,馬衣工工工工,EWIm
𩧞,,馬禾⼓⼃𠆢氺㐄,ERFm
𩧟,,馬言火火火,EYXm
𩧠,,馬禾𠆢氺⼓⼃牛,ERPm
𩧡,jue2,目目隹又馬,NNDE
𩧢,,馬馬馬,EEEm
𩧣,,馬亠𠃊口月卝干⺄キ,EYFm
𩧥,,馬馬虍田皿,EEMm
𩧦,jie4,马人{介下},AUTm
𩧧,,马立,AYlm
𩧨,zhou4,马由,AKym
𩧩,xian4,马一戈,AGFm
𩧪,long2,马尤⼃,AJPm
𩧫,yang3,马冂大,AMFm
𩧬,ran3,马冂土,AMJm
𩧭,yi4,马㇒夫,APJm
𩧮,lie4,歹刂马,GLAd
𩧯,bo1,马𠃋⼢⼂,ACWm
𩧰,hun2,马冖车,AQFm
𩧱,ji4,马山己,AMDm
𩧲,dong4,马冂一口,AMOm
𩧳,zhou1,马舟,ARom
𩧴,quan1,马𠆢王,AUEm
𩧵,jie2,马士口,AJOm
𩧶,,夕㐄马,QFAx
𩧷,,宀牛马,WPAm
𩧸,,禾刂马,RLAm
𩧹,,马甲二,AKEm
𩧺,ju2,马尸𠃌口,ADOm
𩧼,ben1,马大十廾,AFHm
𩧽,,马囗古,ANJm
𩧾,,马覀土,AEJm
𩧿,bi1,马一口田,AGKm
𩨀,ge2,马日勹人𠃊,AKCm
𩨁,chun3,马一夫日,AGKm
𩨂,,马丷口心,AXRm
𩨃,qian2,马⺕キ廴,ABBm
𩨄,sou1,马臼丨又,AUDm
𩨅,wei4,马田⺝,AKSm
𩨆,cheng2,马亠口冖丁,AYEm
𩨇,lou2,马米女,AXCm
𩨈,yu2,马人一⺝刂,AULm
𩨉,la1,马木口刂,AILm
𩨊,qian2,马䒑⺝刂,AXLm
𩨋,dian1,马十{具上}八,AETm
𩨌,ta3,马日羽,AKCm
𩨍,zhan4,马尸艹{畏下},ADFm
𩨎,,马田龷八,AKTm
𩨏,fan2,马㇒米田,APKm
𩨐,lie4,马巛囗㐅𠄌{四点}𠄌㇂,ACCm
𩨑,ting1,骨丁,NEdg
𩨒,ji1,骨几,NQjg
𩨓,qian1,骨卜,NLbg
𩨔,hu2,九骨,RNgj
𩨔,hua2,九骨,RNgj
𩨕,,骨已,NDig
𩨖,,骨⺄十,NBEg
𩨘,ge1,骨𠂉乙,NPBg
𩨘,qi4,骨𠂉乙,NPBg
𩨙,yu2,骨弓,NDgg
𩨚,wa1,骨女,NCvg
𩨛,,骨㇒七,NPFg
𩨜,ba4,骨巴,NDbg
𩨝,qi2,骨十又,NEDg
𩨞,sa3,骨乃⼂,NAWg
𩨟,qiao1,骨㐅乂,NTTg
𩨠,ya4,骨牙,NFyg
𩨡,san3,骨𡭔㇒,NCPg
𩨡,xian3,骨𡭔㇒,NCPg
𩨢,,骨爪,NRzg
𩨣,,骨方,NYug
𩨤,,骨一幺,NGAg
𩨥,,骨冖儿,NQVg
𩨦,,骨八丂,NTEg
𩨨,ci1,骨比,NVbg
