char,pinyin,division,code
𩨩,fan4,骨𠂆又,NRDg
𩨪,,骨八勹,NTSg
𩨫,kun3,骨⺕丿,NBPg
𩨬,gun3,骨亠幺,NYAg
𩨭,que1,骨宀匕,NWVg
𩨮,e4,山厂骨,MGNg
𩨯,qiong2,骨𠂆丅丶,NRWg
𩨰,,骨㇒夫,NPJg
𩨱,,止匕骨,LVNz
𩨲,ma4,骨心㇒,NRPg
𩨳,du1,屮凵骨,AANg
𩨳,ku1,屮凵骨,AANg
𩨴,yao3,骨口丂,NOEg
𩨵,,骨口八,NOTg
𩨶,,骨㇒{𠂢下},NPRg
𩨷,que1,骨山匕,NMVg
𩨸,chu1,骨屮凵,NAAg
𩨹,jia3,骨甲,NKjg
𩨺,,骨𠂉几一,NPGg
𩨻,zhu3,骨丶王,NWEg
𩨼,,骨亻工,NTIg
𩨽,dui1,骨𠂤,NUdg
𩨾,wa2,骨⺈厂㔾,NQBg
𩨿,,骨𠂇火,NHXg
𩩀,nao3,骨巛山,NCMg
𩩁,,骨亠厶儿,NYVg
𩩂,,骨人一口,NUOg
𩩃,,骨大干,NFEg
𩩅,tong2,骨冂一口,NMOg
𩩆,,骨山匚一,NMGg
𩩇,,亠厶儿骨,YAVN
𩩈,,骨人二厶,NUAg
𩩉,,骨耂子,NJBg
𩩊,,骨𠆢丶乛口,NUOg
𩩋,jing4,骨一巛工,NGIg
𩩋,xing2,骨一巛工,NGIg
𩩌,gun3,骨㇒糸,NPAg
𩩍,ping1,骨由丂,NKEg
𩩎,,骨{卬左}七口,NVOg
𩩏,,骨宀コ八,NWTg
𩩐,,骨口⺝,NOSg
𩩑,yu3,骨一{五下}口,NGOg
𩩒,he4,骨豕,NGsg
𩩓,,骨⺌⺝,NNSg
𩩔,zhuo2,骨口龰,NOLg
𩩕,,骨白儿,NUVg
𩩖,,骨王廾,NEHg
𩩗,she1,骨𠆢干口,NUOg
𩩘,yu3,方𠆢⺀骨,YUZN
𩩚,,骨田丌,NKHg
𩩛,ji4,骨大丁口,NFOg
𩩜,,阝𠂇工骨,BHIN
𩩝,qiang1,骨穴工,NWIg
𩩞,shui4,骨壬龷,NRHg
𩩟,chuo4,骨又又又又,NDDg
𩩠,zu2,骨亠人人十,NYEg
𩩡,leng2,骨土八夊,NJVg
𩩢,ni2,骨臼儿,NUVg
𩩣,,骨亠厶⺝,NYSg
𩩤,wa1,骨一{亞下},NGNg
𩩥,zha2,骨卄一木,NHIg
𩩦,,骨方𠆢⺀,NYZg
𩩧,dan4,骨火火,NXXg
𩩨,,骨皮川,NDTg
𩩩,,骨龶𧘇,NERg
𩩪,,日曰骨,KKNg
𩩫,,骨日曰,NKKg
𩩬,,士冖一几骨,JQQN
𩩭,,骨𡭔㇒目,NCNg
𩩮,du4,骨广卄一又,NWDg
𩩰,hai2,骨比白,NVUg
𩩰,jie1,骨比白,NVUg
𩩱,qia4,骨尸二コ又,NDDg
𩩲,he2,骨日勹人𠃊,NKCg
𩩳,chong4,骨㇒車一,NPGg
𩩴,yan2,骨戊一口,NFOg
𩩵,,骨亻コ矢,NTPg
𩩶,yan4,骨食,NVsg
𩩷,,骨立⼃彡,NYSg
𩩸,,骨革,NHgg
𩩹,,骨一冂人攴,NGLg
𩩺,song2,骨白水,NUAg
𩩻,teng2,骨𠂆十目,NRNg
𩩼,yao3,骨彡厶⺝,NSSg
𩩽,,骨⺈厂矢,NQPg
𩩿,,骨音,NYng
𩪀,zhui1,骨𠂤辶,NUZg
𩪁,gui4,骨鬼,NUgg
𩪂,ai2,骨山一口䒑,NMXg
𩪃,hai4,骨宀丰口,NWOg
𩪄,,骨𠂇工𠂇工,NHIg
𩪅,,骨{囟框}㐅比,NUVg
𩪆,,骨骨,NNgg
𩪇,,骨巛貝,NCNg
𩪈,suo3,骨⺌貝,NNNg
𩪉,xu4,骨鹿,NWlg
𩪊,biao1,骨覀示,NEFg
𩪋,,龶𠂊攵骨,EQPN
𩪌,feng4,骨夂丰辶,NVZg
𩪍,qu1,骨匚口口口,NFOg
𩪍,shu1,骨匚口口口,NFOg
𩪎,mang3,骨艹犬廾,NHHg
𩪏,,骨𠂇工冂人人,NHUg
𩪐,guo2,骨囗戈口一,NNGg
𩪑,,骨巛日木,NCIg
𩪒,,骨艹耂工,NHIg
𩪓,,骨山隹,NMTg
𩪔,,尸几几殳骨,DQQN
𩪖,bi4,骨日龷十,NKEg
𩪗,jue2,骨厂䒑䶹欠,NGQg
𩪘,chuang2,骨音土,NYJg
𩪙,,骨亠丷冖巾口,NYOg
𩪚,,骨大丷日小,NFCg
𩪛,pu2,骨〢䒑䒑夫,NLJg
𩪜,,厂䒑䶹欠骨,GXNc
𩪝,,骨艹夕㔾土,NHJg
𩪞,,骨巳巳龷八,NDTg
𩪟,yi4,骨立口丨口,NYOg
𩪠,,广亻隹骨,WTNg
𩪡,,尸龷八殳骨,DHQN
𩪢,qian1,骨音欠,NYQg
𩪣,yi4,骨音心,NYRg
𩪤,e4,骨〢䒑䒑未,NLIg
𩪥,ling2,骨雨𠆢丶龴,NJDg
𩪦,,骨阝𠂇工𠂇工,NBIg
𩪧,bi4,骨尸口辛,NDYg
𩪨,,屮凵方攴骨,AALN
𩪪,,骨厂甲二灬,NGXg
𩪫,,骨艹一䒑未,NHIg
𩪬,,骨广䒑⺕〢八,NWTg
𩪭,huo4,骨艹隹又,NHDg
𩪮,mo2,骨麻幺,NWAg
𩪮,mo3,骨麻幺,NWAg
𩪯,,骨宀𠃜貝,NWNg
𩪰,,骨雨而,NJGg
𩪱,xun1,骨千黑,NRMg
𩪲,,骨齒,NLcg
𩪴,yan4,骨䒑夫⼂艮,NXBg
𩪵,,骨口十口女攵,NOPg
𩪶,,骨𥫗⺕厶卩,NPAg
𩪷,,骨阝𠂇工⺝辶,NBZg
𩪸,li4,骨厂禾禾止,NGLg
𩪹,,骨臼人貝,NUNg
𩪺,tan2,骨日雨二厶,NKAg
𩪻,,骨𥫗罒亻戈,NPFg
𩪼,,骨艹口口隹,NHTg
𩪽,,骨幺幺一幺幺𠃊𠂆丅,NAJg
𩪾,luan2,言糹糸骨,YAAN
𩪿,,亠口冂口九丶,YORW
𩫀,kai4,亠口冂口𠃊大,YOCF
𩫁,mao4,亠口冂口毛,YOOR
𩫂,xiao1,亠口冂口子乚,YOBC
𩫃,,亠口囗口子,YOOB
𩫄,,亠口冂口⺀十,YOZE
𩫅,,亠口冂口戈,YOOF
𩫆,,亠口冂口㇒廾,YOPH
𩫇,ai3,不亠口冂口,GYOb
𩫈,,亠口冂口犬,YOOJ
𩫉,,刀刀亠口冂口,DDOd
𩫊,ta3,亠口冂口八土,YOTJ
𩫋,,亠口冂口皮,YOOD
𩫌,,亠口冂口冂口,YOMO
𩫍,mei4,亠口冂口生,YOOP
𩫎,,亠口冂口一𠂊巾,YOQM
𩫏,guo1,亠口囗口口十,YOOE
𩫏,yong1,亠口囗口口十,YOOE
𩫐,,䒑廾亠口冂口,XHMO
𩫑,,亠口冂口䒑廾,YOXH
𩫒,,亠口冂口丆巾,YOGM
𩫓,gao3,亠口冂口歹匕,YOGV
𩫕,hao2,亠口冂口豕,YOOG
𩫗,,亠口冂口囗口丨,YOOK
𩫘,,亠口冂口口⺝,YOOS
𩫙,,亠口冂口身,YOOT
𩫛,,亠口冂口亠人人十,YOUE
𩫜,,亠口冂口田廾,YOKH
𩫝,,亠口冂口白千,YOUR
𩫞,,亠口冂口{互中}豕,YOCG
𩫟,,亠口冂口夕㐄土,YOFJ
𩫠,que1,亠口囗口口十𠃍大,YOBF
𩫡,,亠口冂口木二日,YOEK
𩫢,,亠口冂口工貝,YOIN
𩫣,,亠口冂口口貝,YOON
𩫤,,亠口冂口夕㐄木,YOFI
𩫥,cao2,巛日木亠口冂口,CKOc
𩫦,sao4,亠口冂口厶厶厶𠆢彡,YOUS
𩫧,,亠口囗口口十二日,YOEK
𩫨,,亠口囗口口十戊𠃌,YOFB
𩫩,,亠口囗口口十口巴,YOOD
𩫪,,亠口冂口口十白千,YOUR
𩫫,pi2,亠口囗口口十白千,YOUR
𩫬,,亠口冂口鼻,YOOT
𩫮,,亠口囗口口凵丨白千,YOUR
𩫯,,亠口囗口口十甫寸,YOEI
𩫰,,亠口囗口口十口十口女,YOOC
𩫱,,亠口囗口口十广彐月⼁,YOSK
𩫲,xie1,亠口冂口虫虫虫,YOLL
𩫳,xiao1,㗊頁亠口冂口,OGOj
𩫴,ju2,髟九,ERjb
𩫵,,髟八,ETub
𩫶,,髟了,EBlb
𩫸,,髟力,EClb
𩫹,cheng2,髟巾,EMjb
𩫺,nao3,髟山,EMvb
𩫻,,髟己,EDjb
𩫼,,髟凡,EQab
𩫽,,髟土,EJvb
𩫾,,髟丷丨,EXKb
𩫿,,髟一巾,EGMb
𩬀,nei4,髟冂人,EMUb
𩬁,,髟{卬左}七,EVFb
𩬂,,镸彡龰,ESLc
𩬃,,髟㐅乂,ETTb
𩬄,,髟龰,ELub
𩬅,,髟⺆亠,ESYb
𩬆,,髟丅一㇉,EJCb
𩬇,,髟犬,EJqb
𩬈,,髟比,EVbb
𩬉,,髟八刀,ETDb
𩬊,,髟火,EXvb
𩬋,,髟又十,EDEb
𩬌,,髟厶儿,EAVb
𩬍,mu3,髟{母框}𠂇,ECHb
𩬏,shao1,髟⺝,ESvb
𩬐,,髟爪,ERzb
𩬑,chan1,髟⺊口,ELOb
𩬑,dian1,髟⺊口,ELOb
𩬒,,髟冖巾,EQMb
𩬓,,髟𠂉巾,EPMb
𩬔,ling2,髟𠆢丶龴,EUDb
𩬕,,髟戊,EFwb
𩬖,zhen3,髟𠆢彡,EUSb
𩬗,yao3,髟幺力,EACb
𩬙,fu1,髟亻寸,ETIb
𩬙,fu4,髟亻寸,ETIb
𩬚,gan4,髟卄二,EHEb
𩬚,qian2,髟卄二,EHEb
𩬛,qiong2,髟工几,EIQb
𩬜,ju2,髟尸九,EDRb
𩬝,bing4,髟一冂人,EGUb
𩬝,fang3,髟一冂人,EGUb
𩬞,man2,髟目,ENvb
𩬞,mao2,髟目,ENvb
𩬞,mian2,髟目,ENvb
𩬟,zha4,髟𠂉{乍下},EPLb
𩬠,tai1,髟厶口,EAOb
𩬡,,髟亻工,ETIb
𩬢,,髟屮凵,EAAb
𩬣,,髟ス工,EDIb
𩬤,chong1,髟尤⼃,EJPb
𩬥,,髟⺆⺆一,ESGb
𩬦,,髟立,EYlb
𩬧,,髟一止,EGLb
𩬨,,髟土厶,EJAb
𩬩,,髟古,EJgb
𩬪,,髟㇒之,EPZb
𩬫,zhai3,髟口八,EOTb
𩬭,shi1,髟㇒夫,EPJb
𩬮,yong4,髟用,ESyb
𩬯,,髟𠆢小,EUCb
𩬱,dao4,髟儿冫{飞右},EVTb
𩬲,ti4,髟电⼃,EKPb
𩬳,zhui3,髟冂人人,EMUb
𩬴,,髟不十,EGEb
𩬵,yin4,髟{卬左}一卩,EVAb
𩬶,,髟⺕キ,EBFb
𩬷,nao3,髟巛山,ECMb
𩬸,bo1,髟䒑䶹,EXAb
𩬹,kuang1,髟匚王,EFEb
𩬺,zhi3,髟匕日,EVKb
𩬻,duo3,髟𠘧木,EQIb
𩬼,cong1,髟囗夊,ENVb
𩬽,bao3,髟龴木,EDIb
𩬾,,髟丌䒑,EHXb
𩬿,,髟衣,EWyb
𩭀,,髟𠂇⺝,EHSb
𩭁,,髟川川,ETTb
𩭂,,髟⺌兀,ENGb
𩭃,,髟虫,ELvb
𩭄,,髟米,EXmb
𩭅,,髟羽,ECyb
𩭆,,髟人一口,EUOb
𩭇,li2,髟甲二,EKEb
𩭈,,髟丆目,EGNb
𩭉,,髟㐅𠂇巾,ETMb
𩭊,ju2,髟尸𠃌口,EDOb
𩭋,kun1,髟囗木,ENIb
𩭋,wen2,髟囗木,ENIb
𩭌,lie4,髟大人人,EFUb
𩭍,,髟不口,EGOb
𩭎,,髟山方,EMYb
𩭏,wo3,髟爫女,EVCb
𩭐,shi3,髟豕,EGsb
𩭑,niao3,髟土{介下}八,EJTb
𩭒,mang2,髟尤彡,EJSb
𩭓,jiu1,髟酉,EEyb
𩭔,,髟彳方,ESYb
𩭕,,髟宀厶儿,EWVb
𩭖,,髟木口,EIOb
𩭗,,髟甫,EEfb
𩭘,xiu1,髟木{于下}⼃,EIPb
𩭙,,髟一巛工,EGIb
𩭚,,髟口木,EOIb
𩭛,,髟⺈用,EQSb
𩭜,,髟口欠,EOQb
𩭝,wo1,髟㇒扌戈,EPFb
𩭞,,髟⺕氺,EBAb
𩭟,dao4,髟⺊早,ELKb
𩭠,,髟户⺝,EZSb
𩭡,xi1,髟龷日,EHKb
𩭢,an4,髟山厂干,EMEb
𩭣,da2,髟水日,EAKb
𩭤,zong1,髟八厶心,ETRb
𩭤,zong3,髟八厶心,ETRb
𩭥,han4,髟⺈臼,EQUb
𩭦,chui2,髟壬龷,ERHb
𩭧,ban1,髟白千,EURb
𩭧,bi1,髟白千,EURb
𩭨,,髟長,EEzb
𩭩,dong4,髟木日,EIKb
𩭪,,髟尸屮凵,EDAb
𩭫,zhang3,髟一巾入入,EGVb
𩭬,,髟彳弓{介下},ESTb
𩭭,,髟日比,EKVb
𩭮,,髟𠆢丶乛心,EURb
𩭯,ya1,髟一{亞下},EGNb
𩭰,,髟木日,EIKb
𩭱,,髟七凵日,EFKb
𩭲,di2,髟白勹丶,EUWb
𩭳,huo1,髟⼓{两撇}心,ESRb
𩭴,,髟穴工,EWIb
𩭵,,髟宀尸コ,EWDb
𩭶,,髟氵由,EZKb
𩭷,min2,髟來,EIlb
𩭹,,髟厶大彡,EASb
𩭺,fu4,髟一口田,EGKb
𩭻,,髟大丷日,EFKb
𩭼,bao3,髟亻口木,ETIb
𩭽,ke4,髟宀夂口,EWOb
𩭾,mao2,髟矛攵,EBPb
𩭿,re4,髟丬匕⺝,EXSb
𩮀,song1,髟⼓{两撇}丶心,ESRb
𩮀,zong1,髟⼓{两撇}丶心,ESRb
𩮀,zong3,髟⼓{两撇}丶心,ESRb
𩮁,qia4,髟丰刀大,EIFb
𩮂,xia1,髟日勹人𠃊,EKCb
𩮃,sou1,髟宀火又,EWDb
𩮄,xiu1,髟禾毛,ERRb
𩮅,na4,髟大夕夕,EFQb
𩮆,,髟貝刂,ENLb
𩮇,,髟穴方,EWYb
𩮈,,髟丷酉,EXEb
𩮊,,镸彡冂人𠘨キ,ESFc
𩮋,,髟音,EYnb
𩮌,,髟木目,EINb
𩮍,,髟食,EVsb
𩮎,zha1,髟木日一,EIGb
𩮏,chan2,髟戊一口,EFOb
𩮐,she4,髟禺,EKob
𩮑,wo3,髟冎口,ENOb
𩮒,,髟罒方,EMYb
𩮓,,髟冂人𠘨キ,EMFb
𩮔,,髟冖車,EQJb
𩮕,,髟亻⺕冖又,ETDb
𩮖,ai2,髟山一口䒑,EMXb
𩮗,bang4,髟立立,EYYb
𩮗,fang3,髟立立,EYYb
𩮗,peng2,髟立立,EYYb
𩮘,hao1,髟亠口冂口,EYOb
𩮙,,髟艹耳,EHHb
𩮚,sao1,髟又丶虫,EDLb
𩮛,suo3,髟十冖糸,EEAb
𩮜,ti4,髟日⼓{两撇}刂,EKLb
𩮝,ya4,髟宀丰口,EWOb
𩮞,,髟犭甲二,EVEb
𩮠,rong2,髟穴𠆢口,EWOb
𩮡,,髟冖一豕,EQGb
𩮢,,髟丌匚コ土,EHJb
𩮣,,髟止舟,ELRb
𩮤,,髟矛𠂇又丶,EBWb
𩮥,,髟大丷氺,EFAb
𩮦,,髟冫{飞右}人⺝,EXSb
𩮧,,髟又又又木,EDIb
𩮨,,髟土厶皿,EJMb
𩮩,,髟𠆢丶⺕丿口,EUOb
𩮫,sha1,髟㐅朩殳,ETQb
𩮬,weng3,髟八厶羽,ETCb
𩮭,,髟𠂤一巾,EUMb
𩮮,,髟烏,EUwb
𩮰,,髟{囟框}夊心,EURb
𩮱,zhuang1,髟一夫臼,EGUb
𩮲,,髟立⼃生,EYPb
𩮳,piao3,髟覀示,EEFb
𩮳,piao4,髟覀示,EEFb
𩮳,pie1,髟覀示,EEFb
𩮴,cui3,髟山隹,EMTb
𩮴,sui1,髟山隹,EMTb
𩮵,yi1,匚矢殳髟,FPEf
𩮶,sou1,髟木口欠,EIQb
𩮷,dou1,髟白{卬左}コ儿,EUVb
𩮸,na4,髟木口攵,EIPb
𩮸,sou1,髟木口攵,EIPb
𩮹,luo2,髟田糸,EKAb
𩮺,,髟日罒力,EKCb
𩮻,,髟冂人𠄌{四点}𠄌㇂,EMCb
𩮼,,髟矛夂力,EBCb
𩮽,,髟卄一口夫,EHJb
𩮾,,髟匚矢殳,EFQb
𩮿,,髟土䒑十九丶,EJWb
𩯀,,髟木口辶,EIZb
𩯁,,髟口十口女,EOCb
𩯂,,髟⺕厶匚儿,EBVb
𩯃,bi4,髟弓{介下}貝,EDNb
𩯃,fei4,髟弓{介下}貝,EDNb
𩯄,zun4,髟丷酉寸,EXIb
𩯅,,髟宀一口田,EWKb
𩯆,nao4,髟土土土兀,EJGb
𩯇,deng1,髟癶一口䒑,EDXb
𩯈,zhi2,髟音戈,EYFb
𩯉,cuo1,髟日耳又,EKDb
𩯊,liao2,髟大丷日小,EFCb
𩯋,ji3,髟十早戈,EEFb
𩯌,bo1,髟癶弓殳,EDQb
𩯍,cong2,髟艹耳又,EHDb
𩯎,cheng2,髟戊𠃌皿,EFMb
𩯏,bu3,髟〢䒑䒑夫,ELJb
𩯐,,髟艹七凵日,EHKb
𩯑,san1,髟厶厶厶𠆢小⼂,EAWb
𩯒,zan4,髟夫夫贝,EJMb
𩯓,,髟巛冂人𠘨キ,ECFb
𩯔,,髟宀𠃜目,EWNb
𩯕,,髟乛止亠厶𫶧,EBVb
𩯖,,髟木宀示,EIFb
𩯗,,髟黑,EMhb
𩯘,jiao4,髟夭口冂口,EROb
𩯙,,髟㇒罒𧰨,EPRb
𩯚,,髟阝𠂇工⺝,EBSb
𩯛,yao4,髟白方攵,EUPb
𩯜,lu3,髟虍田力,ELCb
𩯝,,髟艹日勹人𠃊,EHCb
𩯞,can4,髟⺊夕又米,ELXb
𩯟,,髟口口口木,EOIb
𩯠,,髟白穴口,EUOb
𩯡,,髟鼠,EUsb
𩯢,,镸彡犬䒑自,ESTc
𩯣,,髟乂{𠂭无乂}凵八夊,ETVb
𩯤,,髟亠囗口日一,EYGb
𩯥,,髟一夫日灬,EGXb
𩯦,,髟士乛工一口寸,EJIb
𩯧,,髟覀示寸,EEIb
𩯨,ni3,髟爾,EJeb
𩯩,,髟戈爿臣,EFFb
𩯪,,髟糹宀尸コ,EADb
𩯫,,镸彡宀𠃜貝,ESNc
𩯬,,髟豸甲二,EVEb
𩯭,,髟宀𠃜貝,EWNb
𩯮,,髟氵卄一巾入入,EZVb
𩯯,,髟⺈口儿⺈口儿,EQVb
𩯰,ji4,髟𡭔隹戈,ECFb
𩯰,jie2,髟𡭔隹戈,ECFb
𩯱,pu2,髟日龷八氺,EKAb
𩯲,zhuang4,髟一夫臼心,EGRb
𩯳,za1,髟夫夫貝,EJNb
𩯳,zan4,髟夫夫貝,EJNb
𩯳,zuan3,髟夫夫貝,EJNb
𩯴,,髟罒土口𧘇,EMRb
𩯵,,髟𠆢音心,EURb
𩯶,,髟十戈非一,EEGb
𩯷,,髟山隹戈,EMFb
𩯹,,髟石石石,EGGb
𩯺,li4,髟厂禾禾止,EGLb
𩯻,,髟冂人耳耳,EMHb
𩯼,,髟艹罒冖目,EHNb
𩯽,la4,髟木口⺈貝,EINb
𩯾,,髟日日厂缶,EKPb
𩯿,,髟臼人貝,EUNb
𩰀,chong1,髟立⺝{龍右},EYLb
𩰁,,髟人人戈非一,EUGb
𩰂,,髟雨口口口,EJOb
𩰃,zhan4,髟⺈口比⺈口儿丶,EQWb
𩰄,,髟氵宀一𣥂貝,EZNb
𩰅,,髟艹戈爿臣,EHFb
𩰆,,髟口耳口耳,EOHb
𩰇,,髟䒑自大丷十又,EXDb
𩰈,,髟飠土土土兀,EVGb
𩰉,,髟十口冖口口一龷𧘇,EERb
𩰊,,王丨,EKu
𩰋,,丨王,KEv
𩰌,,鬥𠂉乙,NPBd
𩰍,bian4,鬥亠卜,NYLd
𩰎,weng1,鬥戈,NFgd
𩰏,,鬥八刀,NTDd
𩰐,,鬥𠆢小,NUCd
𩰑,,鬥𠂇⺝,NHSd
𩰒,,鬥一口䒑,NGXd
𩰓,hong4,鬥龷八巳,NHDd
𩰔,,鬥金,NVvd
𩰕,,八鬥臼儿,TNUV
𩰖,,鬥一口䒑𠂆丅,NGJd
𩰗,pin1,鬥一𣥂貝,NGNd
𩰘,,鬥⺈日电,NQKd
𩰙,se4,鬥人一口羽,NUCd
𩰚,,鬥一{亞下}𠂆丅,NGJd
𩰛,,鬥士口䒑十又,NJDd
𩰝,,鬥宀一𣥂貝,NWNd
𩰞,ni3,鬥爾,NJed
𩰟,fen1,鬥豕豕火,NGXd
𩰠,xu3,乂{𠂭无乂}凵匕乛龰,TXLi
𩰡,,乂{𠂭无乂}凵匕口乂,TXTi
𩰢,shi3,乂{𠂭无乂}凵匕一口乂,TXTi
𩰣,,爫冖乂{𠂭无乂}凵匕又,VQVD
𩰤,ju4,矢匚コ乂{𠂭无乂}凵匕,PFVi
𩰥,,爫罒乂{𠂭无乂}凵匕又,VMVD
𩰦,,木罒乂{𠂭无乂}凵匕又,IMVD
𩰧,,木尸〢乂{𠂭无乂}凵匕彡,IDVS
𩰨,jue2,爫尸口乂{𠂭无乂}凵匕寸,VDVI
𩰩,,木文木冖乂{𠂭无乂}凵匕寸,IYVI
𩰪,yu4,𦥑缶冖乂{𠂭无乂}凵匕彡,UPVS
𩰫,,一口冂䒑⼁㐄,GOKF
𩰬,guo1,一口㐄冂䒑⼁,GOXK
𩰬,wai1,一口㐄冂䒑⼁,GOXK
𩰭,guo1,一口冂䒑⼁戈,GOKF
𩰮,,一口冂䒑⼁⺀十,GOZE
𩰯,hu2,一口冂䒑⼁古,GOKJ
𩰰,,一口冂䒑⼁ス工,GODI
𩰱,,羊一口冂䒑⼁,XGKy
𩰲,fei4,弓弓一口冂䒑⼁,DDKg
𩰲,li4,弓弓一口冂䒑⼁,DDKg
𩰳,xie2,一口冂䒑⼁土土,GOJJ
𩰴,er2,一口冂䒑⼁而,GOKG
𩰵,yuan2,一口冂䒑⼁二日,GOEK
𩰶,ben4,一口冂䒑⼁亥,GOKY
𩰶,hai2,一口冂䒑⼁亥,GOKY
𩰷,,一口冂䒑⼁㐅凵儿,GOAV
𩰸,,一口冂䒑⼁彐彐,GOBB
𩰹,jing4,一口冂䒑⼁一巛工,GOCI
𩰺,,一口冂䒑⼁厶八夊,GOTV
𩰻,ke4,一口冂䒑⼁一氺丶,GOAW
𩰼,,一口冂䒑⼁厶𡭔又,GOCD
𩰾,fei4,氵弓{介下}一口冂䒑⼁,ZDXK
𩰿,,夫夫一口冂䒑⼁,JJKf
𩱁,geng1,䒑夫一口冂䒑⼁,XJXK
𩱂,,一口冂䒑⼁コ十コ十,GODE
𩱃,jian1,一口冂䒑⼁⺕キ廴,GOFB
𩱄,ni2,一口冂䒑⼁而大,GOGF
𩱅,,㐅凵八夊一口冂䒑⼁,TAKi
𩱆,xian2,弓女弓一口冂䒑⼁,DCKg
𩱇,li4,一口冂䒑⼁一口冂䒑⼁,GOXK
𩱈,chao3,一口冂䒑⼁勹䶹勹䶹,GOSA
𩱉,,一口冂䒑⼁八乂王丷,GOEX
𩱊,er2,一口冂䒑⼁而火,GOGX
𩱊,xian4,一口冂䒑⼁而火,GOGX
𩱋,geng1,䒑土灬一口冂䒑⼁,XJXK
𩱋,peng1,䒑土灬一口冂䒑⼁,XJXK
𩱌,yu4,弓丶王弓一口冂䒑⼁,DWKg
𩱍,hu2,弓古弓一口冂䒑⼁,DJKg
𩱎,fei4,弓弓{介下}弓一口冂䒑⼁,DDKg
𩱑,,爿{炙上}寸一口冂䒑⼁,ASKp
𩱒,,弓古一口冂䒑⼁弓,DJDg
𩱓,er3,弓耳弓一口冂䒑⼁,DHKg
𩱔,,厂禾禾一口冂䒑⼁,GRKc
𩱕,,𠂒儿𠂒儿一口冂䒑⼁,PVXK
𩱖,,弓木口弓一口冂䒑⼁,DIKg
𩱗,,弓酉弓一口冂䒑⼁,DEKg
𩱘,ke4,一口冂䒑⼁一氺丶衣,GOWW
𩱙,ku4,米亠厶𫶧一口冂䒑⼁,XYKm
𩱚,bo2,弓十冖子弓一口冂䒑⼁,DEKg
𩱜,,弓辰弓一口冂䒑⼁,DGKg
𩱝,ye4,一口冂䒑⼁衣一氺丶,GOAW
𩱞,jiao4,弓耂子弓一口冂䒑⼁,DJKg
𩱟,,弓𠂉母弓一口冂䒑⼁,DPKg
𩱠,,弓匚儿匚儿一口冂䒑⼁弓,DFDg
𩱡,,弓亻口𫶧弓一口冂䒑⼁,DTKg
𩱢,,𠂉母亠厶𫶧一口冂䒑⼁,PCXK
𩱣,,弓氵弓{介下}弓一口冂䒑⼁,DZKg
𩱤,,弓⺕キ廴弓一口冂䒑⼁,DBKg
𩱥,,弓厶厶厶三弓一口冂䒑⼁,DAKg
𩱦,chao3,弓勹䶹勹䶹弓一口冂䒑⼁,DSKg
𩱧,geng1,弓䒑土灬弓一口冂䒑⼁,DXKg
𩱨,ru4,弓辰寸弓一口冂䒑⼁,DGKg
𩱩,,𠂒儿𠂒儿一口一口冂䒑⼁,PVXK
𩱪,yue4,弓且一冂人弓一口冂䒑⼁,DNKg
𩱫,,弓木口辶弓一口冂䒑⼁,DIKg
𩱬,lin2,𦥑木木冖一口冂䒑⼁,UIXK
𩱭,,弓丷𫩏丷日弓一口冂䒑⼁,DXKg
𩱮,,弓氵匚コ木弓一口冂䒑⼁,DZKg
𩱯,,弓米亠厶𫶧弓一口冂䒑⼁,DXKg
𩱰,,弓耂日水弓一口冂䒑⼁,DJKg
𩱱,yu4,弓𠂉母亠厶𫶧弓一口冂䒑⼁,DPKg
𩱲,yue4,弓羽隹弓一口冂䒑⼁,DCKg
𩱳,zhai1,弓亠丷⼁刀{卬左}⼂{介下}二弓一口冂䒑⼁,DYKg
𩱴,xiao1,㗊頁一口冂䒑⼁,OGKj
𩱵,,米艹罒戊丶一口冂䒑⼁,XHKm
𩱶,,弓雨隹弓一口冂䒑⼁,DJKg
𩱷,mie4,弓米艹罒戊丶弓一口冂䒑⼁,DXKg
𩱸,,米艹罒戊丶弓一口冂䒑⼁弓,XHDm
𩱹,,鬼力,UClg
𩱺,,鬼卩,UAeg
𩱻,gui3,鬼卜,ULbg
𩱼,jiu1,九鬼,RUgj
𩱽,,兀鬼,GUgw
𩱾,tuo4,㇒七鬼,PFUg
𩱿,,亠𠃊鬼,YCUg
𩲀,,鬼山,UMvg
𩲁,xi2,鬼夕,UQxg
𩲂,wei3,鬼卩丶,UAWg
𩲃,zhuo2,鬼勹丶,USWg
𩲄,wei4,𠂇乚鬼,HCUg
𩲅,kui2,鬼寸,UIcg
𩲆,,𰃦土儿彡,UJVS
𩲈,mei4,鬼山,UMvg
𩲈,wei2,鬼山,UMvg
𩲉,,亠𠃊鬼,YCUg
𩲊,hao4,鬼毛,URmg
𩲋,hang1,亠几鬼,YQUg
𩲌,fang1,方鬼,YUg
𩲍,niu2,鬼牛,UPng
𩲎,you4,鬼𡭔㇒,UCPg
𩲏,hua4,亻𠤎鬼,TVUg
𩲐,,鬼⼓{两撇},USSg
𩲑,,鬼二厶,UEAg
𩲒,lang4,鬼长,UPcg
𩲓,,鬼夭,URyg
𩲔,,鬼𠂆十,UREg
𩲕,,鬼火,UXvg
𩲖,,比鬼,VUgb
𩲗,,鬼丰,UIfg
𩲘,,耂鬼,JUg
𩲙,,鬼木,UIvg
𩲜,,亻𠤎鬼,TVUg
